LotFrontage,OverallCond,YearRemodAdd,MasVnrArea,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,SalePrice,MSZoningBin,LotShapeBin,NeighborhoodBin,HouseStyleBin,RoofStyleBin,MasVnrTypeBin,ExterQualBin,FoundationBin,BsmtQualBin,BsmtCondBin,BsmtExposureBin,BsmtFinType1Bin,BsmtFinType2Bin,HeatingQCBin,CentralAirBin,ElectricalBin,KitchenQualBin,GarageTypeBin,GarageFinishBin,GarageQualBin,PavedDriveBin,FenceBin,SaleTypeBin,MSSubClassBin,HowOld,BsmtType1Info,AllBaths,Porches,AverageRoomSize,NonObligatoryRooms,ExteriorMatAdd,FireplaceInfoAdd,OverallQualSimple,GarageCarsSimple,1stFlrSFNorm,LotAreaNorm
90.0,7,2000,0.0,0,418,833,0,6.726233402358747,0,0,1,0,2,1,0,0,0,0,0,0,11.669929213779893,4,1,2,1,1,1,2,1,3,3,2,3,3,5,2,2,3,2,2,3,3,1,1,3,53,1245,1.0,0,166.6,1.0,2,1,5,1,6.725033642166843,8.594339400592892
93.0,5,2007,328.0,0,730,1734,0,7.45876269238096,1,0,2,0,3,1,0,0,0,0,0,0,12.669806661762314,4,1,7,1,2,3,3,2,6,3,2,4,3,5,2,2,4,3,3,3,3,2,2,3,1,4016,3.0,0,216.75,3.0,6,5,8,3,7.458186157340487,9.399803036921504
0.0,5,2002,0.0,0,55,408,640,7.258412150595307,1,0,2,1,3,1,120,0,0,0,0,0,12.123234367221169,4,1,4,2,2,1,3,2,4,3,2,4,3,5,2,2,3,3,4,3,3,2,1,3,8,1412,3.5,0,177.375,3.0,6,4,8,2,6.658011045870748,8.955577146281511
57.0,7,2003,0.0,0,192,894,0,6.796823718274855,1,0,1,0,3,1,0,0,0,0,0,0,11.77528972943772,4,2,3,1,1,1,2,1,3,3,2,2,3,5,2,2,3,3,3,3,3,2,1,3,42,1404,2.0,0,149.0,1.0,6,1,5,2,6.795705775173514,9.186559843310778
85.0,6,1987,0.0,0,533,533,580,7.379008127628304,0,1,1,0,3,1,280,34,0,0,0,0,11.84939770159144,4,1,3,2,1,1,2,1,3,3,2,3,3,3,2,2,2,3,3,3,3,2,1,3,51,0,1.5,34,228.71428571428572,2.0,2,1,5,1,6.928537818164665,9.53430615650521
70.0,5,1959,0.0,0,671,1040,0,6.947937068614969,0,0,1,0,3,1,140,0,252,0,0,0,11.803353763090035,4,1,3,1,1,1,2,1,3,3,2,2,3,3,2,1,2,3,3,3,3,1,1,3,48,738,1.0,252,148.57142857142858,2.0,3,1,5,1,6.946975992135418,8.93075873555827
59.0,5,1950,0.0,0,1012,1012,0,6.920671504248683,0,0,1,0,2,1,0,22,112,0,0,0,11.681824001432043,3,1,1,1,1,1,2,1,3,3,2,3,3,3,2,1,2,2,2,3,3,1,1,1,88,0,1.0,134,144.57142857142858,3.0,4,5,6,1,6.919683849847411,9.019664010799474
84.0,5,2006,196.0,0,1528,1552,0,7.347943823148687,0,0,2,0,3,1,144,20,0,0,0,0,12.26857785088157,4,1,5,1,1,1,3,2,4,3,4,4,3,5,2,2,3,3,3,3,3,2,2,3,2,96,2.0,20,194.0,3.0,6,1,7,3,7.347299700743164,9.218804450388312
0.0,3,1956,0.0,0,672,672,0,6.8679744089702925,0,0,1,0,3,1,64,0,0,0,160,0,11.626254150277232,4,2,2,1,1,1,2,1,3,3,2,3,3,5,2,1,2,2,2,3,3,1,1,3,54,0,1.0,160,160.0,1.0,4,1,4,1,6.866933284461882,9.096835671179361
50.0,9,2008,0.0,0,698,698,0,6.54965074223381,0,1,1,0,2,1,0,200,0,0,0,0,11.678439903447801,4,1,2,1,2,1,2,1,3,3,2,3,3,5,2,2,2,1,1,1,3,2,1,3,63,0,1.5,200,139.6,1.0,6,1,5,0,6.548219102762372,9.149103062504993
0.0,5,1992,170.0,0,384,384,670,7.301822342137932,0,0,2,1,3,1,100,25,0,0,0,0,12.00701176473192,4,2,4,2,1,1,2,2,4,3,2,3,3,4,2,2,3,3,4,3,3,2,1,3,16,0,2.5,25,185.25,3.0,3,4,7,2,6.699500340161678,9.118882761487347
60.0,5,1955,0.0,0,1005,1005,0,6.913737350659685,0,0,1,0,2,1,0,0,0,0,0,0,11.652687407345388,4,1,3,1,1,1,2,1,3,3,2,3,3,3,2,2,1,2,2,2,3,2,1,3,55,0,1.0,0,167.5,2.0,4,4,4,2,6.912742820493176,9.252920819511301
53.0,5,2007,130.0,0,1373,1373,0,7.349873704738337,0,0,2,0,2,1,143,20,0,0,0,0,12.066810578196666,4,1,5,1,2,1,3,2,4,3,2,3,3,5,2,2,3,3,4,3,3,2,1,4,3,0,2.0,20,194.375,4.0,6,4,7,3,7.349230824613334,8.212025804623437
182.0,5,2004,0.0,0,230,1530,0,7.333676395657684,1,0,2,0,3,1,144,36,0,0,0,0,12.464583340681674,4,2,4,1,2,1,3,2,4,3,4,4,3,5,2,2,3,3,4,3,3,2,1,3,4,5200,3.0,36,191.25,3.0,6,5,7,3,7.333023014386481,9.586925780533697
59.0,5,2005,0.0,0,847,847,1112,7.580699752224563,0,0,2,1,4,1,100,48,0,0,0,0,12.2783933071098,4,2,4,3,1,1,3,2,4,3,4,3,3,5,2,2,3,3,4,3,3,2,1,4,4,0,2.5,48,217.66666666666666,3.0,6,5,7,2,6.741700694652055,9.375600540841843
60.0,5,1980,180.0,0,0,936,0,6.842683282238422,1,0,1,0,2,1,49,0,0,0,0,0,11.84939770159144,3,1,2,2,1,1,2,1,4,3,5,4,3,3,2,2,2,2,2,3,3,2,1,2,28,3744,2.0,0,187.2,1.0,2,1,5,2,6.841615476477592,8.881975184248867
65.0,3,1950,0.0,0,500,1122,653,7.591861714889934,1,0,2,0,4,1,431,44,0,0,0,0,11.813030057420567,4,1,3,1,1,1,2,1,3,3,2,2,3,3,2,2,3,2,2,3,3,1,1,2,82,1244,3.0,44,247.625,2.0,4,5,4,2,7.191429330036379,8.962519832949532
63.0,5,1992,0.0,0,762,974,0,6.882437470997847,0,0,1,0,3,1,0,28,0,0,0,0,11.44571671527678,4,1,3,1,1,1,2,2,4,3,3,2,3,3,2,2,2,1,1,1,3,1,1,3,17,424,1.0,28,162.33333333333334,1.0,3,1,5,0,6.881411303642535,9.279213236262558
90.0,4,1950,0.0,0,1008,1008,1032,7.701200180857446,0,0,2,0,5,1,0,48,0,0,0,0,11.67419361256635,3,1,2,3,1,1,2,1,3,3,3,3,3,3,2,2,1,2,2,2,1,2,1,3,128,0,2.0,48,245.55555555555554,2.0,2,1,6,1,7.071573364211532,9.200391041122515
80.0,5,1995,0.0,0,544,1128,878,7.611347717403621,0,0,2,1,3,1,0,155,0,0,0,0,12.386308695833106,4,2,4,3,1,1,3,2,4,3,2,4,3,5,2,2,3,3,3,3,3,2,1,4,15,2336,2.5,155,224.44444444444446,4.0,6,4,8,2,7.040536390215956,9.19309247856663
57.0,5,1997,0.0,0,916,916,684,7.3783837129967145,0,0,2,1,3,1,100,38,0,0,0,0,12.037653993905211,4,2,4,3,1,1,2,2,4,3,4,3,3,4,2,2,2,3,4,3,3,2,1,4,11,0,2.5,38,200.0,3.0,6,4,6,2,6.82001636467413,9.07954808172616
60.0,5,1950,0.0,0,960,960,0,6.894670039433482,0,0,1,0,2,1,0,128,0,0,0,0,11.532728092266408,3,1,2,1,1,1,2,1,3,3,2,3,3,3,1,2,2,2,2,3,3,2,1,1,82,0,1.0,128,164.33333333333334,2.0,2,5,6,1,6.893656354602635,8.729235349659273
80.0,5,1950,0.0,0,752,1032,220,7.133295954896068,0,0,1,0,3,1,0,0,96,0,0,0,11.686878772093667,4,1,3,1,1,1,2,1,3,3,2,2,3,3,2,1,2,3,2,3,3,2,1,2,59,560,1.0,96,178.85714285714286,2.0,6,1,6,1,6.939253946041508,9.169622538697624
54.0,8,1996,0.0,0,780,780,240,6.928537818164665,0,0,1,0,2,1,0,0,176,0,0,0,11.451050061252142,4,1,3,1,1,1,2,1,3,3,2,3,3,4,1,2,2,1,1,1,1,2,1,2,136,0,1.0,176,145.71428571428572,3.0,6,1,5,0,6.659293919683638,8.755107121633896
0.0,5,1977,0.0,0,0,1567,0,7.357556200910353,1,0,2,0,2,1,264,32,0,0,0,0,12.185869938212655,4,2,3,1,1,1,2,2,3,3,5,3,3,3,2,2,3,3,3,3,3,2,1,3,33,4701,3.0,32,261.1666666666667,2.0,4,5,6,2,7.356918242356021,9.192176401348512
98.0,5,1950,0.0,0,270,915,0,7.0630481633881725,0,0,1,0,3,1,0,0,216,0,126,0,11.877568578558138,4,2,2,1,1,1,2,1,3,3,2,2,3,3,2,2,2,2,2,3,3,2,1,1,88,1290,1.0,342,166.71428571428572,2.0,4,5,5,2,7.062191632286556,9.074749717669835
60.0,7,1951,0.0,0,100,952,0,6.859614903654202,1,0,1,0,2,1,0,0,0,0,0,0,11.842229212112828,4,1,3,1,1,1,2,1,3,3,3,3,3,3,2,2,2,2,2,3,3,2,1,3,58,2556,2.0,0,190.4,1.0,3,1,5,2,6.858565034791365,8.902591637374087
0.0,7,1976,44.0,0,399,780,780,7.533158807455563,1,0,2,1,4,1,448,96,0,0,0,0,12.193493863323313,4,2,4,3,1,1,2,1,3,3,2,3,3,5,2,2,3,3,2,3,3,2,1,4,34,1143,3.5,96,186.8,4.0,4,4,5,2,6.992096427415888,9.240384493324559
77.0,5,2007,340.0,0,316,1466,1362,7.947678571301568,1,0,3,0,4,1,125,144,0,0,0,0,12.959538518762063,4,1,5,3,2,3,3,2,6,3,5,4,3,5,2,2,3,3,3,3,3,2,2,4,2,4600,4.0,144,235.66666666666666,6.0,6,4,8,3,7.290292882446597,9.20693457884135
0.0,3,1959,0.0,0,718,1006,0,6.914730892718563,0,0,1,0,3,1,0,24,0,0,0,0,11.289781913656018,4,1,3,1,1,1,2,1,3,3,2,4,3,3,2,2,2,1,1,1,3,2,1,3,50,1152,1.0,24,167.66666666666666,1.0,3,1,5,0,6.913737350659685,9.105090961257085
60.0,4,1950,0.0,0,324,672,252,6.829793737512425,1,0,1,0,2,1,0,0,0,0,0,0,11.289781913656018,4,1,2,1,1,1,2,1,4,3,2,2,3,2,1,1,1,2,2,3,3,1,1,2,70,696,2.0,0,154.0,2.0,2,1,4,1,6.51025834052315,9.407632639699958
52.0,6,1950,0.0,0,1042,1042,534,7.3632795869630385,0,0,1,0,3,1,0,0,0,0,0,0,11.911701584927597,3,1,2,1,1,1,2,1,3,3,2,3,3,5,2,2,2,2,2,3,3,2,1,2,79,0,1.0,0,175.11111111111111,4.0,2,5,5,1,6.948897222313312,8.738895704934043
0.0,5,1985,85.0,0,40,1298,0,7.1693500166706,1,0,2,0,3,1,165,26,0,0,0,0,12.100712129872347,4,1,4,1,1,1,3,1,4,3,2,4,3,3,2,2,3,3,2,3,3,2,1,3,22,5032,3.0,26,216.33333333333334,1.0,2,4,6,2,7.168579897264035,9.32375833901174
75.0,7,1950,0.0,0,429,704,704,7.355641102974253,0,0,1,1,3,1,0,0,0,0,0,0,12.069680020624618,4,1,5,3,1,1,2,1,3,3,2,3,3,5,2,2,1,3,2,3,3,2,1,3,69,825,1.5,0,195.5,3.0,2,5,7,1,6.756932389247553,9.392745258631441
0.0,7,1950,0.0,0,572,572,539,7.013915474810528,0,0,1,0,2,1,0,0,176,0,0,0,11.66907414746016,3,1,2,1,1,1,2,2,3,3,2,3,3,3,2,2,2,2,2,3,3,2,1,2,83,0,1.0,176,185.16666666666666,2.0,2,5,7,1,6.349138991379798,8.648396877031582
50.0,9,1988,0.0,0,26,650,650,7.301822342137932,0,1,1,0,3,1,0,0,0,0,0,0,11.870599909242044,3,1,2,3,2,1,2,2,3,3,2,3,3,5,2,2,2,2,2,3,3,2,1,3,90,1872,1.5,0,185.25,3.0,6,1,7,2,6.723832440821209,9.105090961257085
57.0,5,1950,0.0,0,932,932,0,6.838405200847344,0,0,1,0,2,1,0,0,214,0,0,0,11.728036844587175,4,2,3,1,1,1,2,1,3,3,2,3,3,5,2,1,3,3,2,3,3,2,1,3,58,0,1.0,214,186.4,1.0,4,5,6,1,6.837332814685591,9.0217190130337
134.0,4,1959,132.0,0,1290,1466,0,7.2909747781429814,0,0,1,1,3,1,0,140,0,0,100,0,11.917723684090689,4,1,2,1,1,1,2,1,3,3,2,2,3,3,2,2,1,3,4,3,3,2,1,3,48,352,1.5,240,209.42857142857142,2.0,3,6,5,2,7.290292882446597,9.784478765953926
90.0,7,2004,0.0,547,230,1073,0,7.502186486602925,0,0,1,0,2,1,0,0,280,0,0,0,12.345834587905333,4,2,5,1,1,1,2,2,3,3,2,3,4,5,2,2,4,3,4,3,3,2,1,3,51,888,1.0,280,258.7142857142857,3.0,4,5,6,2,7.501634457883413,9.55506418479516
0.0,8,2007,0.0,0,278,816,0,6.705639094860003,0,0,1,0,2,1,0,0,96,0,0,0,11.699405031912846,3,1,1,1,1,1,3,1,3,3,4,3,3,5,2,2,2,2,2,3,3,2,1,1,79,1614,1.0,96,136.0,2.0,2,1,6,1,6.704414354964107,8.681181041521688
0.0,6,1988,288.0,0,410,864,918,7.507141079727608,0,0,1,2,4,1,60,84,0,0,273,0,12.215032386901646,4,2,3,3,1,3,2,1,3,3,5,3,3,3,2,2,3,3,2,3,3,2,1,4,44,1362,2.0,357,202.22222222222223,3.0,6,6,7,2,6.804614520062624,9.525224101853109
90.0,8,2004,0.0,0,280,1437,0,7.271008538280992,1,0,2,0,3,1,0,21,0,0,180,0,12.292250341771226,4,2,6,1,1,1,3,1,4,3,5,3,3,3,2,2,3,3,3,3,3,2,1,3,32,3471,3.0,201,205.28571428571428,2.0,4,3,5,2,7.270312886079025,9.284426915328881
85.0,8,1999,0.0,0,586,1219,0,7.143617602704121,0,1,2,0,3,1,0,92,0,96,0,0,12.100156419938624,4,1,3,2,1,1,2,2,3,3,5,3,3,4,2,2,3,3,3,3,3,1,1,3,44,1899,2.5,188,180.71428571428572,2.0,4,5,5,2,7.142827401161621,9.143238568435446
34.0,5,2008,166.0,0,410,1314,0,7.181591944611865,1,0,2,0,2,1,172,62,0,0,0,0,12.345834587905333,4,2,7,1,1,3,3,2,4,3,2,4,3,5,2,2,3,3,3,3,3,2,1,4,3,3616,3.0,62,187.71428571428572,3.0,6,5,7,2,7.1808311990445555,8.517593111437565
92.0,5,2008,186.0,0,1580,1580,0,7.3658128372094716,0,0,2,0,3,1,0,24,0,0,0,0,12.367885325692589,4,1,6,1,1,3,3,2,4,3,2,3,3,5,2,2,3,3,3,3,3,2,1,3,2,0,2.0,24,197.5,3.0,6,1,8,3,7.365180126021013,9.387062950369655
76.0,6,1974,270.0,0,459,901,933,7.537430036586509,0,0,2,1,4,1,0,69,0,0,0,0,12.128111104060462,4,1,4,3,2,1,3,1,3,3,2,3,3,3,2,2,3,3,3,4,3,2,1,4,35,1326,2.5,69,208.44444444444446,3.0,3,4,6,2,6.849066282633458,9.118334726180159
24.0,5,1978,0.0,0,544,855,601,7.284134806195205,0,0,2,1,3,1,26,0,0,0,0,0,11.891361900690473,4,1,3,3,1,1,2,1,4,3,2,3,3,2,2,2,2,3,2,3,3,2,1,2,33,933,2.5,0,182.0,3.0,4,4,6,2,6.75110146893676,7.732369222284388
0.0,7,2006,72.0,0,568,1296,0,7.403061091090091,1,0,1,0,3,1,108,0,0,216,0,0,12.319401330837177,4,2,5,1,2,1,3,1,3,3,2,2,3,5,2,2,3,2,2,3,3,2,1,3,55,1456,2.0,216,205.0,3.0,3,5,6,2,7.402451520818244,9.600962533214572
109.0,5,1968,0.0,0,402,894,0,6.796823718274855,0,0,1,0,3,1,0,0,0,0,0,0,11.76756768334381,4,1,3,1,1,1,2,1,4,3,2,2,3,4,2,2,2,3,4,3,3,2,1,3,40,984,1.0,0,149.0,1.0,6,2,5,2,6.795705775173514,9.073947747070628
60.0,4,1969,0.0,0,0,1198,0,7.138073034044347,2,0,0,2,0,2,120,0,0,0,0,0,11.598726943661342,4,1,3,2,1,1,2,1,4,3,4,4,3,3,2,2,2,2,2,2,3,2,1,2,40,4792,3.0,0,179.71428571428572,4.0,4,1,4,2,7.1372784372603855,9.465060106725137
0.0,7,1978,0.0,391,289,1360,0,7.267525427828172,1,0,1,1,2,1,168,180,0,0,0,0,12.175613438045465,4,2,6,2,1,1,2,2,4,3,5,3,3,5,2,2,3,3,2,3,3,2,1,3,30,2040,2.5,180,238.66666666666666,2.0,4,4,5,2,7.266827347520591,9.690170562039654
79.0,5,2009,268.0,0,1502,1502,0,7.315218389752975,0,0,2,0,3,1,0,114,0,0,0,0,12.359523080243038,4,2,7,1,1,3,3,2,4,3,2,3,3,5,2,2,3,3,3,3,3,2,2,3,1,0,2.0,114,187.75,3.0,6,1,7,2,7.31455283232408,9.163458386076051
64.0,5,2008,72.0,0,1694,1694,0,7.43543801981455,0,0,2,0,3,1,160,33,0,0,0,0,12.41044104151805,4,2,5,1,1,3,3,2,4,3,4,3,3,5,2,2,3,3,3,3,3,2,1,3,3,0,2.0,33,211.75,3.0,6,1,8,3,7.434847875211999,9.256842205627603
58.0,5,2000,0.0,0,173,959,712,7.421775793644647,1,0,2,1,3,1,0,38,0,0,0,0,12.061046873479915,4,2,4,3,1,1,2,2,4,3,2,4,3,5,2,2,2,3,4,3,3,2,1,4,7,3144,3.5,38,208.875,3.0,6,4,6,2,6.8658910748834385,9.292196818446016
120.0,7,1986,0.0,0,501,1127,872,7.653969180478774,0,0,2,0,4,1,0,0,0,0,90,0,12.367340793126296,4,1,2,3,2,1,2,1,3,3,2,3,3,5,2,2,3,2,2,3,3,2,1,3,74,1878,2.0,90,263.5,2.0,4,5,6,2,7.119635638017636,9.527265662897605
118.0,5,1996,1378.0,0,543,1930,1796,8.196436811235028,1,0,3,1,4,1,361,76,0,0,0,0,13.345506928718539,4,2,7,3,2,1,3,2,6,3,5,4,3,5,2,2,3,3,4,3,3,2,1,4,12,5548,4.0,76,329.72727272727275,5.0,3,4,10,3,7.5126175446745105,10.484613193102275
76.0,6,1977,0.0,0,574,1096,0,7.020190708311925,1,0,1,0,3,1,203,0,0,0,0,0,12.049418835484797,4,1,3,2,1,1,2,1,3,3,4,3,3,3,2,2,2,3,4,3,3,2,1,3,32,1566,2.0,0,159.71428571428572,2.0,4,2,6,1,7.0192966537150445,9.198369000194964
76.0,6,1958,0.0,0,599,1261,0,7.140453043101158,1,0,1,0,3,1,0,0,0,0,288,1400,12.0015054797889,4,1,3,1,2,1,2,1,3,3,2,3,3,5,2,2,2,3,3,3,3,2,1,3,51,1986,2.0,288,180.14285714285714,2.0,2,4,6,2,7.13966033596492,9.118334726180159
35.0,5,2007,0.0,0,625,625,625,7.1316985104669115,0,0,2,1,2,1,0,54,0,0,0,0,12.05466819137094,5,2,6,3,1,1,3,2,4,3,2,3,3,5,2,2,3,2,4,3,3,2,1,2,3,0,2.5,54,208.33333333333334,2.0,2,1,7,2,6.437751649736401,8.29853954537488
138.0,6,1994,0.0,469,977,1598,971,8.034955024502159,0,0,3,0,3,1,122,0,0,0,0,0,12.20856952572876,4,2,5,1,1,1,2,1,3,3,2,3,2,3,2,2,4,1,1,1,3,1,1,2,62,456,3.0,0,237.3846153846154,6.0,2,5,5,0,7.400009517162692,9.799847777776368
80.0,8,1950,0.0,0,449,952,1175,7.76046702921342,0,0,2,1,4,1,0,0,0,0,0,0,12.384218830913648,4,2,5,3,1,1,2,1,4,3,2,3,3,3,2,2,2,2,2,3,3,2,1,3,75,1509,2.5,0,234.5,4.0,2,5,6,2,7.064759027791802,9.714805812589491
85.0,5,2000,337.0,0,983,1683,743,7.96311205897929,0,0,2,1,4,1,0,33,0,0,0,0,12.560244459250788,4,1,7,1,2,1,3,2,4,3,2,4,3,5,2,2,3,3,4,3,3,2,1,2,16,2800,2.5,33,287.2,4.0,3,4,8,2,7.663407664893479,9.276034475171546
37.0,5,1985,0.0,0,218,876,0,6.828712071641684,1,0,1,0,3,1,362,0,0,0,0,0,11.691071650353702,4,2,3,1,1,1,2,1,3,3,2,3,3,3,2,2,2,3,2,3,3,1,1,3,25,1974,2.0,0,153.83333333333334,1.0,3,1,5,1,6.827629234502852,8.846784666945227
0.0,8,2004,0.0,0,350,818,406,7.110696122978827,0,0,1,0,3,1,0,0,116,0,0,0,11.652687407345388,3,1,2,1,1,1,2,1,3,3,2,3,3,3,2,2,2,2,2,3,1,2,1,2,84,1404,1.0,116,204.0,1.0,2,1,6,1,6.706862336602747,8.281723990411392
54.0,6,1950,0.0,0,731,731,523,7.203405521083095,0,0,1,1,3,1,192,0,102,0,0,0,11.95053502640496,4,2,5,1,1,1,2,1,3,3,2,3,3,5,2,2,2,2,2,2,3,2,1,2,89,0,1.5,102,167.875,3.0,2,5,5,1,6.709304340258298,8.94663520890585
77.0,5,1954,0.0,0,0,0,0,7.025538314638521,0,0,1,0,3,1,0,36,190,0,0,0,11.440354772135393,4,1,2,1,1,1,2,1,1,1,1,1,1,4,2,2,2,1,1,1,1,2,1,3,53,0,1.0,226,187.33333333333334,1.0,2,5,5,0,7.024649030453636,9.028338763993148
0.0,5,1991,0.0,0,0,1216,1216,7.83002808253384,0,0,2,1,4,1,0,0,0,0,0,0,12.429216196844383,4,2,6,3,1,1,2,1,4,3,2,2,3,5,2,2,2,3,4,3,3,2,1,4,17,2432,2.5,0,279.3333333333333,3.0,2,1,7,2,7.168579897264035,9.321076413570848
64.0,5,2008,186.0,0,120,1600,0,7.410347097821024,1,1,2,0,2,1,162,53,0,153,0,0,12.8802918162046,3,2,5,1,2,3,4,2,6,3,5,4,3,5,2,2,3,3,4,3,3,2,2,4,1,5920,3.5,206,275.3333333333333,2.0,6,5,8,2,7.409741954080923,8.628376720376853
160.0,5,1996,0.0,0,300,2396,2065,8.406708458240965,1,0,3,1,4,1,171,78,0,0,0,0,13.521139497361697,4,2,7,3,2,1,3,2,6,3,4,4,3,5,2,2,4,3,4,3,3,1,1,4,12,8384,4.0,78,406.90909090909093,5.0,3,5,10,3,7.787796878181171,9.656563472556515
60.0,6,1950,0.0,0,299,1120,0,7.030857476116121,1,0,1,0,2,1,229,0,0,0,0,0,11.695247021764184,4,1,2,1,2,1,2,1,3,3,2,3,3,5,2,2,2,2,2,3,3,2,1,1,87,2463,2.0,0,188.33333333333334,2.0,4,5,5,2,7.029972911706386,9.287394001418473
50.0,4,1963,226.0,0,413,1572,0,7.360739903058278,1,0,1,1,3,1,0,263,0,0,263,0,12.137258329529814,4,1,6,1,2,1,2,1,3,3,5,3,3,4,2,2,2,2,3,3,3,2,1,3,45,3477,2.5,526,262.0,1.0,2,5,5,3,7.360103972989152,10.466924601573329
60.0,7,1950,0.0,0,392,784,272,7.108244139731541,1,0,1,0,4,1,0,0,236,0,0,0,11.560762794384388,4,1,2,1,1,1,2,1,3,3,2,2,3,4,2,2,2,3,2,3,3,2,1,2,83,784,2.0,236,152.625,2.0,4,1,5,1,6.855408798609928,9.1838937219612
107.0,5,1970,0.0,0,538,978,685,7.438383530044307,1,0,2,0,3,2,0,74,0,0,0,0,11.461632170582678,4,2,2,3,1,1,2,1,2,3,3,2,3,3,2,2,2,2,2,2,3,2,1,2,110,880,3.0,74,212.375,2.0,3,1,3,2,6.921658184151129,9.270117576012044
89.0,5,1995,0.0,0,168,1624,0,7.393263094763838,1,0,2,0,2,1,0,114,192,0,0,0,12.476099782743233,4,1,7,1,1,1,3,2,4,3,2,4,3,5,2,2,3,3,3,3,3,2,1,3,13,5824,3.0,306,270.6666666666667,2.0,4,3,8,3,7.392647520721623,9.430439293104167
68.0,5,2002,95.0,0,831,831,829,7.415175109613295,0,0,2,1,3,1,144,68,0,0,0,0,12.180754837545884,4,2,5,3,1,1,3,2,4,3,2,3,3,5,2,2,3,3,3,3,3,2,1,4,8,0,2.5,68,207.5,3.0,6,1,7,2,6.7226297948554485,9.097843340749037
60.0,5,1999,0.0,0,994,994,776,7.498315870766981,0,0,2,1,3,1,140,60,0,0,0,0,12.14950229404178,4,1,4,3,1,1,2,2,3,3,2,3,3,4,2,2,3,3,4,3,3,2,1,4,12,0,2.5,60,225.5,3.0,6,4,7,2,6.93537044601511,8.922791623969637
0.0,4,1975,149.0,0,90,1249,0,7.392031567514591,1,0,1,0,3,1,439,0,0,0,0,0,12.031719258385396,4,1,3,1,1,3,2,1,3,3,4,2,3,5,2,2,2,2,4,3,3,2,1,2,47,2318,2.0,0,202.75,3.0,2,4,4,3,7.3914152346753585,10.387887062065596
24.0,5,2000,456.0,0,776,776,677,7.273786317844895,0,0,2,1,2,1,206,0,0,0,0,0,12.066810578196666,5,1,6,3,1,1,3,2,4,3,2,3,3,5,2,2,3,2,2,3,3,2,1,2,9,0,2.5,0,240.16666666666666,2.0,2,1,8,2,6.638567789166521,7.880804344674901
60.0,8,1994,0.0,0,702,702,630,7.29505641646263,0,0,1,0,3,1,0,0,84,0,0,0,11.736069016284437,3,1,2,1,1,1,2,2,3,3,3,3,3,4,2,2,3,2,2,3,2,1,1,2,83,0,1.0,84,210.28571428571428,2.0,6,1,5,1,6.7357800142423265,9.169622538697624
0.0,5,1999,425.0,0,341,1224,0,7.110696122978827,1,0,2,0,2,1,0,304,0,0,0,0,12.013700752882718,3,1,3,1,2,1,2,2,6,3,2,4,3,5,2,2,2,3,4,3,3,2,1,4,11,3532,3.0,304,204.0,2.0,6,1,6,2,7.1098794630722715,8.412054873292933
80.0,7,1969,143.0,0,292,663,689,7.210079628170788,0,0,1,1,4,1,379,36,0,0,0,0,11.970350312009105,4,1,3,3,1,3,2,1,3,3,2,3,3,3,2,2,2,3,4,3,3,1,1,4,42,1113,1.5,36,169.0,2.0,3,1,6,1,6.4967749901858625,9.144734614878189
51.0,5,2005,0.0,0,728,728,728,7.284134806195205,0,0,2,1,3,1,100,24,0,0,0,0,12.078239274020289,4,2,4,3,1,1,2,2,4,3,2,3,3,5,2,2,3,3,4,3,3,2,1,4,4,0,2.5,24,161.77777777777777,4.0,6,1,6,2,6.590301048196686,8.990939806940807
58.0,5,2006,0.0,0,879,879,984,7.530479995245536,0,0,2,1,4,1,100,17,0,0,0,0,12.297785453453374,4,2,4,3,1,1,3,2,4,3,4,3,3,5,2,2,3,3,4,3,3,2,2,4,1,0,2.5,17,186.3,4.0,6,5,7,3,6.778784897685177,9.550733483340633
65.0,6,1950,0.0,0,815,815,875,7.43307534889858,0,0,1,0,3,1,0,0,330,0,0,0,11.877568578558138,3,2,2,3,1,1,2,1,3,3,2,3,3,5,2,2,2,2,2,3,3,2,1,3,91,0,1.0,330,211.25,3.0,2,5,7,1,6.703188113240863,9.088285725968877
70.0,5,2001,0.0,0,1212,1212,0,7.10085190894405,0,0,2,0,3,1,356,0,0,0,0,0,12.089538829274222,4,1,5,1,1,1,3,2,4,3,2,3,3,5,2,2,3,3,3,3,3,2,1,3,9,0,2.0,0,173.14285714285714,2.0,6,1,7,2,7.10002716662926,9.116139576577355
75.0,5,1979,51.0,0,504,1051,0,7.232010331664759,0,0,1,1,3,1,0,82,0,0,0,0,11.904967552746252,4,1,3,1,1,1,2,1,3,3,2,3,3,4,2,2,2,3,2,3,3,2,1,3,44,1641,1.5,82,197.42857142857142,2.0,3,2,4,2,7.231287004327616,9.326878188224134
71.0,5,1970,0.0,0,864,864,0,6.762729506931879,0,0,1,0,3,1,0,0,0,0,0,0,11.661776411702583,4,1,3,1,1,1,2,1,3,3,2,3,3,4,2,2,2,3,2,3,3,2,1,3,37,0,1.0,0,144.0,1.0,2,1,4,1,6.761572768804055,9.143559338285831
